cpu_demand_mips,ram_demand_mb,size_mbits,cpu_cycles,static_priority,cpu_norm,ram_norm,size_norm,cpu_ram_ratio,compute_density,load_score,task_type,task_type_name
1824.52,1033.87,2.692,799535100.67,0.0,0.412259,0.759643,0.230679,1.7647,297000000.0,0.551212,1,MEM_INTENSIVE
2000.42,1030.24,4.5492,1351109600.54,0.0,0.50021,0.756093,0.84973,1.9417,297000000.0,0.602563,1,MEM_INTENSIVE
1447.89,549.78,2.7513,817135880.28,1.0,0.223946,0.286892,0.250433,2.6336,297000000.0,0.249124,2,BALANCED
2164.89,1273.37,4.9708,1476337775.6,0.0,0.582445,0.993523,0.990278,1.7001,297000000.0,0.746876,1,MEM_INTENSIVE
2278.05,1136.61,4.7988,1425243711.48,1.0,0.639027,0.859971,0.932933,2.0043,297000000.0,0.727405,1,MEM_INTENSIVE
2057.08,1108.83,2.9096,864153050.28,0.0,0.528542,0.832837,0.303202,1.8552,297000000.0,0.65026,1,MEM_INTENSIVE
2971.24,1264.69,4.7183,1401341168.39,0.0,0.985621,0.985047,0.906107,2.3494,297000000.0,0.985391,0,CPU_INTENSIVE
1538.26,584.55,3.6418,1081629011.51,0.0,0.269131,0.32085,0.547283,2.6315,297000000.0,0.289818,2,BALANCED
2011.01,907.95,3.225,957815813.17,0.0,0.505503,0.63667,0.408323,2.2149,297000000.0,0.55797,2,BALANCED
1667.1,594.61,2.3817,707358332.05,1.0,0.33355,0.330677,0.127226,2.8037,297000000.0,0.332401,2,BALANCED
2701.04,712.99,2.6836,797030197.82,0.0,0.850521,0.446282,0.227868,3.7883,297000000.0,0.688825,0,CPU_INTENSIVE
2107.96,277.66,2.9491,875878058.49,1.0,0.553981,0.021156,0.316361,7.5918,297000000.0,0.340851,2,BALANCED
2311.75,537.63,2.1948,651867580.28,1.0,0.655873,0.275031,0.064947,4.2999,297000000.0,0.503536,0,CPU_INTENSIVE
2163.45,278.24,4.5464,1350273772.8,1.0,0.581727,0.021723,0.848792,7.7754,297000000.0,0.357726,2,BALANCED
2213.13,711.36,3.3286,988580705.42,1.0,0.606566,0.444688,0.442852,3.1111,297000000.0,0.541815,2,BALANCED
2605.5,1170.49,2.0331,603815850.64,1.0,0.802752,0.893052,0.011017,2.226,297000000.0,0.838872,0,CPU_INTENSIVE
2807.81,818.68,2.4501,727685264.22,1.0,0.903904,0.549494,0.15004,3.4297,297000000.0,0.76214,0,CPU_INTENSIVE
2319.97,998.21,3.7983,1128089286.44,0.0,0.659986,0.724817,0.599427,2.3241,297000000.0,0.685918,0,CPU_INTENSIVE
1988.13,563.48,3.4317,1019214522.79,0.0,0.494064,0.300272,0.477233,3.5283,297000000.0,0.416547,2,BALANCED
1448.83,303.07,3.0566,907821331.77,0.0,0.224416,0.045963,0.352212,4.7806,297000000.0,0.153035,2,BALANCED
1036.88,705.72,3.932,1167812376.69,0.0,0.018438,0.439179,0.644009,1.4692,297000000.0,0.186734,2,BALANCED
2553.3,1085.97,4.1351,1228129886.44,1.0,0.776648,0.81052,0.711706,2.3512,297000000.0,0.790197,0,CPU_INTENSIVE
1950.04,873.89,2.7367,812799340.58,1.0,0.475022,0.603406,0.245566,2.2315,297000000.0,0.526376,2,BALANCED
1447.18,721.81,3.2418,962811914.28,1.0,0.22359,0.454894,0.41393,2.0049,297000000.0,0.316112,2,BALANCED
2648.83,1203.9,2.604,773401352.28,0.0,0.824416,0.925687,0.201348,2.2002,297000000.0,0.864924,0,CPU_INTENSIVE
1035.72,1203.16,4.8558,1442168551.96,1.0,0.017861,0.924962,0.951929,0.8608,297000000.0,0.380702,1,MEM_INTENSIVE
2526.04,1249.49,4.7177,1401158876.97,0.0,0.763019,0.970202,0.905902,2.0217,297000000.0,0.845892,0,CPU_INTENSIVE
2100.65,336.03,4.5494,1351162175.24,0.0,0.550324,0.078156,0.849789,6.2513,297000000.0,0.361457,2,BALANCED
2229.47,683.27,3.7155,1103511201.08,1.0,0.614737,0.417254,0.571842,3.263,297000000.0,0.535743,2,BALANCED
2479.54,332.82,4.1893,1244234663.44,0.0,0.73977,0.075017,0.729781,7.4501,297000000.0,0.473869,0,CPU_INTENSIVE
1944.94,778.07,2.9366,872182917.17,0.0,0.472469,0.50983,0.312214,2.4997,297000000.0,0.487413,2,BALANCED
2466.25,633.84,2.5244,749753381.13,1.0,0.733124,0.368989,0.174807,3.8909,297000000.0,0.58747,0,CPU_INTENSIVE
1927.84,1221.19,4.2024,1248124394.07,1.0,0.463922,0.942568,0.734146,1.5787,297000000.0,0.655381,1,MEM_INTENSIVE
2719.12,643.28,4.5552,1352884464.83,1.0,0.859561,0.378201,0.851722,4.227,297000000.0,0.667017,0,CPU_INTENSIVE
2237.32,1204.91,2.7737,823783562.15,0.0,0.618661,0.92667,0.257894,1.8568,297000000.0,0.741865,1,MEM_INTENSIVE
2974.63,410.21,2.2652,672766441.01,0.0,0.987313,0.150598,0.088402,7.2514,297000000.0,0.652627,0,CPU_INTENSIVE
1679.47,328.95,3.4259,1017497305.53,0.0,0.339736,0.071244,0.475306,5.1055,297000000.0,0.232339,2,BALANCED
1570.24,599.09,4.5371,1347518165.98,0.0,0.285122,0.335047,0.845699,2.6211,297000000.0,0.305092,2,BALANCED
2685.46,713.1,4.8589,1443100868.95,0.0,0.842732,0.446389,0.952975,3.7659,297000000.0,0.684195,0,CPU_INTENSIVE
1231.8,1162.34,3.4678,1029935285.03,1.0,0.115899,0.885093,0.489265,1.0598,297000000.0,0.423577,1,MEM_INTENSIVE
1305.38,960.03,2.1421,636208903.5,1.0,0.15269,0.687534,0.047373,1.3597,297000000.0,0.366628,1,MEM_INTENSIVE
1279.58,707.66,3.2431,963189210.85,0.0,0.139788,0.441077,0.414354,1.8082,297000000.0,0.260304,2,BALANCED
1559.27,288.81,3.8432,1141418020.92,0.0,0.279636,0.032044,0.614386,5.3989,297000000.0,0.180599,2,BALANCED
2302.67,367.27,2.0413,606275623.57,1.0,0.651335,0.108667,0.013777,6.2696,297000000.0,0.434268,0,CPU_INTENSIVE
1913.09,659.53,4.4309,1315979576.75,0.0,0.456547,0.394072,0.810303,2.9007,297000000.0,0.431557,2,BALANCED
2060.88,863.76,2.0655,613451769.96,0.0,0.530441,0.593516,0.021831,2.3859,297000000.0,0.555671,2,BALANCED
1689.66,687.39,2.3009,683356072.06,0.0,0.344831,0.42128,0.100287,2.4581,297000000.0,0.375411,2,BALANCED
2884.81,278.8,3.8041,1129823131.66,0.0,0.942404,0.022269,0.601373,10.3471,297000000.0,0.57435,0,CPU_INTENSIVE
1569.62,1062.46,3.8971,1157428350.23,0.0,0.284808,0.787556,0.632355,1.4773,297000000.0,0.485907,1,MEM_INTENSIVE
2962.01,299.36,3.3348,990439545.08,0.0,0.981005,0.042346,0.444938,9.8944,297000000.0,0.605541,0,CPU_INTENSIVE
1293.49,600.36,4.9629,1473993875.95,1.0,0.146743,0.336286,0.987647,2.1545,297000000.0,0.22256,2,BALANCED
1905.02,1118.88,2.9717,882596025.08,0.0,0.452508,0.842655,0.323901,1.7026,297000000.0,0.608567,1,MEM_INTENSIVE
2956.09,742.27,2.3928,710650889.12,1.0,0.978046,0.474877,0.130921,3.9825,297000000.0,0.776778,0,CPU_INTENSIVE
2890.83,528.19,3.5122,1043120940.75,1.0,0.945417,0.265809,0.504064,5.4731,297000000.0,0.673574,0,CPU_INTENSIVE
1847.31,1208.43,3.5072,1041649977.33,0.0,0.423655,0.930106,0.502413,1.5287,297000000.0,0.626235,1,MEM_INTENSIVE
1517.67,772.65,4.5786,1359841935.5,0.0,0.258836,0.504545,0.859531,1.9642,297000000.0,0.357119,2,BALANCED
1558.97,1132.01,3.1697,941391516.77,0.0,0.279487,0.855475,0.389889,1.3772,297000000.0,0.509883,1,MEM_INTENSIVE
2953.05,446.96,2.9042,862547967.32,1.0,0.976527,0.186483,0.301401,6.607,297000000.0,0.66051,0,CPU_INTENSIVE
1783.68,460.99,4.0401,1199911127.45,1.0,0.391838,0.200183,0.680035,3.8692,297000000.0,0.315176,2,BALANCED
2349.63,525.8,3.0657,910499090.2,0.0,0.674813,0.263475,0.355218,4.4687,297000000.0,0.510278,0,CPU_INTENSIVE
2433.5,733.71,3.0839,915917318.88,0.0,0.716752,0.466509,0.361299,3.3167,297000000.0,0.616655,0,CPU_INTENSIVE
2143.9,474.96,4.7003,1395981328.83,0.0,0.571951,0.213831,0.900091,4.5138,297000000.0,0.428703,2,BALANCED
1077.96,762.47,2.3718,704428806.51,1.0,0.038979,0.4946,0.123938,1.4138,297000000.0,0.221228,2,BALANCED
2494.22,389.89,4.4208,1312987303.9,0.0,0.747111,0.130752,0.806944,6.3972,297000000.0,0.500567,0,CPU_INTENSIVE
2213.06,983.41,4.1408,1229805669.43,0.0,0.606532,0.710359,0.713587,2.2504,297000000.0,0.648063,1,MEM_INTENSIVE
1683.08,422.77,3.5575,1056578006.31,0.0,0.341538,0.162857,0.519167,3.9811,297000000.0,0.270066,2,BALANCED
1355.82,883.82,2.0424,606585137.53,0.0,0.177912,0.613109,0.014125,1.534,297000000.0,0.351991,2,BALANCED
1529.15,296.51,2.3247,690450252.35,1.0,0.264574,0.03956,0.108249,5.1572,297000000.0,0.174569,2,BALANCED
1547.81,289.6,2.8381,842905137.66,1.0,0.273906,0.03281,0.279355,5.3447,297000000.0,0.177468,2,BALANCED
1757.24,650.41,3.017,896055896.88,0.0,0.378621,0.385168,0.339008,2.7017,297000000.0,0.38124,2,BALANCED
1179.46,281.81,2.6063,774083841.44,0.0,0.089731,0.025205,0.202114,4.1853,297000000.0,0.063921,2,BALANCED
2981.62,1206.81,3.5127,1043259445.78,0.0,0.99081,0.928526,0.504219,2.4707,297000000.0,0.965896,0,CPU_INTENSIVE
1629.16,1048.51,4.2943,1275398208.95,0.0,0.314582,0.773939,0.764757,1.5538,297000000.0,0.498325,1,MEM_INTENSIVE
2791.01,700.77,4.3006,1277286131.18,0.0,0.895505,0.434349,0.766876,3.9828,297000000.0,0.711042,0,CPU_INTENSIVE
1616.92,1207.54,2.283,678058278.85,0.0,0.30846,0.929242,0.094342,1.339,297000000.0,0.556773,1,MEM_INTENSIVE
2540.18,351.51,3.9687,1178700616.46,1.0,0.770091,0.093271,0.65623,7.2265,297000000.0,0.499363,0,CPU_INTENSIVE
2540.37,1074.4,3.8072,1130747535.5,0.0,0.770187,0.799223,0.60241,2.3644,297000000.0,0.781801,0,CPU_INTENSIVE
1195.77,538.55,3.2425,963032171.74,1.0,0.097883,0.275924,0.414178,2.2204,297000000.0,0.1691,2,BALANCED
1896.43,527.58,3.1782,943926895.78,0.0,0.448216,0.265213,0.392735,3.5946,297000000.0,0.375015,2,BALANCED
2758.82,532.83,4.6812,1390325127.69,0.0,0.879412,0.270341,0.893743,5.1777,297000000.0,0.635783,0,CPU_INTENSIVE
1655.62,770.57,3.2532,966209268.15,1.0,0.327808,0.502512,0.417743,2.1486,297000000.0,0.397689,2,BALANCED
2005.36,411.44,3.0558,907569579.23,0.0,0.502679,0.151802,0.35193,4.8739,297000000.0,0.362328,2,BALANCED
1826.82,1099.69,2.7702,822739089.53,0.0,0.413408,0.823912,0.256722,1.6612,297000000.0,0.57761,1,MEM_INTENSIVE
2569.44,1246.82,4.5144,1340779670.35,1.0,0.784722,0.967593,0.838137,2.0608,297000000.0,0.85787,0,CPU_INTENSIVE
2052.92,430.06,4.4547,1323040571.19,0.0,0.52646,0.169979,0.818227,4.7736,297000000.0,0.383867,2,BALANCED
1526.9,1207.91,2.3456,696630773.5,0.0,0.263449,0.929599,0.115186,1.2641,297000000.0,0.529909,1,MEM_INTENSIVE
2442.08,316.26,3.7936,1126689725.59,0.0,0.721041,0.058849,0.597856,7.7217,297000000.0,0.456164,0,CPU_INTENSIVE
1135.05,780.54,2.7757,824374445.73,0.0,0.067527,0.512243,0.258557,1.4542,297000000.0,0.245414,2,BALANCED
1237.35,1215.54,4.6842,1391203166.31,1.0,0.118677,0.937051,0.894729,1.0179,297000000.0,0.446027,1,MEM_INTENSIVE
1646.53,857.74,4.1542,1233793541.94,0.0,0.323266,0.587635,0.718062,1.9196,297000000.0,0.429014,2,BALANCED
1312.58,362.65,4.9993,1484790915.19,0.0,0.156291,0.104151,0.999765,3.6194,297000000.0,0.135435,2,BALANCED
2745.06,749.95,4.7671,1415820655.94,1.0,0.872532,0.482376,0.922358,3.6603,297000000.0,0.716469,0,CPU_INTENSIVE
1228.04,1207.94,4.8425,1438216303.13,0.0,0.114019,0.929632,0.947493,1.0166,297000000.0,0.440264,1,MEM_INTENSIVE
1710.33,719.31,3.2485,964800056.94,1.0,0.355165,0.45245,0.416162,2.3777,297000000.0,0.394079,2,BALANCED
2796.75,515.39,4.1158,1222397716.84,1.0,0.898375,0.253308,0.705272,5.4265,297000000.0,0.640348,0,CPU_INTENSIVE
1077.5,925.42,3.017,896063129.1,0.0,0.038751,0.65373,0.339016,1.1643,297000000.0,0.284743,1,MEM_INTENSIVE
1188.04,1228.65,4.2455,1260926390.0,0.0,0.094021,0.949851,0.748514,0.967,297000000.0,0.436353,1,MEM_INTENSIVE
1272.94,583.84,3.105,922194650.31,0.0,0.136471,0.320161,0.368344,2.1803,297000000.0,0.209947,2,BALANCED
1593.74,318.09,3.1066,922670637.24,1.0,0.296868,0.060631,0.368878,5.0104,297000000.0,0.202373,2,BALANCED
1771.84,457.69,2.7857,827349669.74,0.0,0.385921,0.19696,0.261896,3.8713,297000000.0,0.310337,2,BALANCED
1776.31,609.67,3.6017,1069709918.76,0.0,0.388154,0.345383,0.533906,2.9135,297000000.0,0.371046,2,BALANCED
1757.74,857.62,4.8986,1454886539.2,0.0,0.378868,0.587519,0.966203,2.0496,297000000.0,0.462329,2,BALANCED
2819.6,1068.72,2.1762,646318345.35,0.0,0.909798,0.793673,0.058719,2.6383,297000000.0,0.863348,0,CPU_INTENSIVE
2396.64,1266.39,3.3751,1002413275.42,1.0,0.698318,0.986712,0.458376,1.8925,297000000.0,0.813676,0,CPU_INTENSIVE
2124.02,385.6,4.2546,1263603928.21,0.0,0.562009,0.126564,0.75152,5.5083,297000000.0,0.387831,2,BALANCED
2446.86,1146.23,3.8868,1154392683.29,0.0,0.723431,0.869362,0.628948,2.1347,297000000.0,0.781804,0,CPU_INTENSIVE
2509.14,1118.67,4.6072,1368326923.57,1.0,0.75457,0.842455,0.869054,2.243,297000000.0,0.789724,0,CPU_INTENSIVE
2112.38,477.46,4.581,1360568188.69,0.0,0.55619,0.216269,0.860346,4.4242,297000000.0,0.420222,2,BALANCED
1840.44,448.62,3.0171,896070050.69,0.0,0.420222,0.188104,0.339024,4.1025,297000000.0,0.327375,2,BALANCED
1408.72,351.83,4.6641,1385233623.58,0.0,0.20436,0.093583,0.888029,4.004,297000000.0,0.160049,2,BALANCED
1399.59,555.33,4.9162,1460114527.82,0.0,0.199795,0.292312,0.97207,2.5203,297000000.0,0.236802,2,BALANCED
2221.04,571.01,2.8974,860520503.45,1.0,0.610522,0.307628,0.299125,3.8897,297000000.0,0.489365,2,BALANCED
2456.96,300.21,2.0146,598327887.96,0.0,0.728482,0.043175,0.004857,8.1841,297000000.0,0.454359,0,CPU_INTENSIVE
2897.75,1030.66,3.4149,1014231409.85,0.0,0.948874,0.756503,0.47164,2.8115,297000000.0,0.871925,0,CPU_INTENSIVE
1872.27,588.44,3.5651,1058847364.84,0.0,0.436136,0.324644,0.521714,3.1818,297000000.0,0.391539,2,BALANCED
2196.34,1175.67,4.985,1480553390.84,1.0,0.598168,0.89812,0.995009,1.8681,297000000.0,0.718149,1,MEM_INTENSIVE
1769.37,441.04,3.0564,907739342.27,1.0,0.384683,0.180706,0.35212,4.0118,297000000.0,0.303093,2,BALANCED
1349.07,1038.41,3.4889,1036193269.86,0.0,0.174537,0.764076,0.496289,1.2992,297000000.0,0.410353,1,MEM_INTENSIVE
1065.18,324.59,3.2098,953316762.39,1.0,0.032592,0.066978,0.403274,3.2817,297000000.0,0.046347,2,BALANCED
1525.46,1265.69,2.6269,780183010.27,1.0,0.26273,0.98603,0.20896,1.2052,297000000.0,0.55205,1,MEM_INTENSIVE
2147.28,765.95,3.7413,1111170522.81,0.0,0.573641,0.497998,0.580438,2.8034,297000000.0,0.543384,2,BALANCED
2653.52,397.91,3.2852,975697847.44,0.0,0.826762,0.138581,0.428393,6.6687,297000000.0,0.55149,0,CPU_INTENSIVE
2736.47,634.44,3.7032,1099861328.79,1.0,0.868236,0.369572,0.567746,4.3132,297000000.0,0.668771,0,CPU_INTENSIVE
1340.64,326.8,4.1836,1242541874.77,1.0,0.170319,0.069138,0.727881,4.1024,297000000.0,0.129847,2,BALANCED
2447.49,323.99,4.5876,1362530090.16,0.0,0.723745,0.066398,0.862548,7.5542,297000000.0,0.460806,0,CPU_INTENSIVE
1177.86,280.33,2.1689,644153332.37,0.0,0.088929,0.023757,0.056289,4.2017,297000000.0,0.06286,2,BALANCED
1469.41,817.43,3.2787,973783585.03,0.0,0.234703,0.548273,0.426244,1.7976,297000000.0,0.360131,2,BALANCED
1977.8,768.68,4.9673,1475280918.09,1.0,0.488898,0.500661,0.989092,2.573,297000000.0,0.493603,2,BALANCED
2661.41,308.99,3.4329,1019585053.69,0.0,0.830704,0.05175,0.477649,8.6132,297000000.0,0.519122,0,CPU_INTENSIVE
2330.43,957.66,2.79,828615698.49,0.0,0.665214,0.685215,0.263317,2.4335,297000000.0,0.673214,0,CPU_INTENSIVE
1733.16,789.96,3.3867,1005845085.76,0.0,0.366581,0.521443,0.462228,2.194,297000000.0,0.428526,2,BALANCED
1610.96,512.87,3.0951,919257096.97,1.0,0.305481,0.250853,0.365047,3.1411,297000000.0,0.28363,2,BALANCED
2744.21,872.57,2.4014,713203705.2,0.0,0.872104,0.602119,0.133786,3.145,297000000.0,0.76411,0,CPU_INTENSIVE
2695.33,499.24,2.4518,728185129.55,1.0,0.847666,0.237536,0.150601,5.3989,297000000.0,0.603614,0,CPU_INTENSIVE
1094.5,1036.55,4.9616,1473583021.85,1.0,0.04725,0.762251,0.987186,1.0559,297000000.0,0.333251,1,MEM_INTENSIVE
2496.14,329.59,3.7764,1121590346.99,0.0,0.748071,0.071862,0.592133,7.5735,297000000.0,0.477587,0,CPU_INTENSIVE
1718.41,267.2,3.7856,1124313712.74,0.0,0.359204,0.010935,0.595189,6.4312,297000000.0,0.219897,2,BALANCED
1515.23,450.04,2.3718,704417970.44,0.0,0.257617,0.189491,0.123926,3.3669,297000000.0,0.230367,2,BALANCED
2192.89,1067.29,4.2592,1264988286.8,0.0,0.596445,0.792271,0.753073,2.0546,297000000.0,0.674775,1,MEM_INTENSIVE
2611.55,509.2,3.6676,1089286767.74,1.0,0.805773,0.247267,0.555877,5.1287,297000000.0,0.58237,0,CPU_INTENSIVE
1659.57,1210.31,4.0457,1201569251.41,0.0,0.329785,0.931944,0.681896,1.3712,297000000.0,0.570649,1,MEM_INTENSIVE
1833.83,806.34,3.4613,1028019839.15,1.0,0.416913,0.537438,0.487115,2.2743,297000000.0,0.465123,2,BALANCED
1473.4,796.3,2.2021,654030505.87,0.0,0.236702,0.527636,0.067374,1.8503,297000000.0,0.353076,2,BALANCED
1247.69,458.73,4.296,1275901210.53,1.0,0.123844,0.197981,0.765321,2.7199,297000000.0,0.153499,2,BALANCED
2800.56,999.12,2.2059,655141183.68,0.0,0.900278,0.725701,0.068621,2.803,297000000.0,0.830447,0,CPU_INTENSIVE
2263.26,1031.53,4.4846,1331924286.57,0.0,0.631629,0.757349,0.828198,2.1941,297000000.0,0.681917,1,MEM_INTENSIVE
2172.35,586.2,4.0918,1215270832.69,0.0,0.586176,0.322463,0.697274,3.7058,297000000.0,0.480691,2,BALANCED
2175.04,936.29,3.3114,983481085.6,0.0,0.587522,0.664345,0.437128,2.323,297000000.0,0.618251,1,MEM_INTENSIVE
2995.33,420.24,2.6072,774343104.04,0.0,0.997667,0.160389,0.202405,7.1277,297000000.0,0.662756,0,CPU_INTENSIVE
1962.75,841.29,2.1472,637724976.52,0.0,0.481375,0.57157,0.049074,2.333,297000000.0,0.517453,2,BALANCED
2165.96,855.24,3.972,1179684559.94,0.0,0.582978,0.585191,0.657334,2.5326,297000000.0,0.583863,2,BALANCED
2283.09,1065.21,3.8743,1150661725.5,0.0,0.641547,0.790243,0.624761,2.1433,297000000.0,0.701026,1,MEM_INTENSIVE
2212.39,359.62,2.8195,837382477.79,0.0,0.606196,0.101193,0.273157,6.152,297000000.0,0.404195,2,BALANCED
2745.97,951.35,2.2712,674553597.92,0.0,0.872987,0.679052,0.090408,2.8864,297000000.0,0.795413,0,CPU_INTENSIVE
1443.48,1007.63,4.4823,1331249799.59,0.0,0.221738,0.734017,0.827441,1.4325,297000000.0,0.426649,1,MEM_INTENSIVE
2182.73,602.72,3.3388,991608768.85,0.0,0.591363,0.338591,0.44625,3.6215,297000000.0,0.490254,2,BALANCED
2446.64,788.23,3.1047,922095056.15,1.0,0.72332,0.519754,0.368232,3.104,297000000.0,0.641894,0,CPU_INTENSIVE
1286.01,453.66,3.1202,926684737.04,0.0,0.143007,0.193025,0.373384,2.8348,297000000.0,0.163015,2,BALANCED
2010.31,496.48,2.3173,688223372.48,0.0,0.505153,0.23484,0.10575,4.0491,297000000.0,0.397028,2,BALANCED
2631.46,648.54,4.3175,1282302673.17,0.0,0.815731,0.383343,0.772506,4.0575,297000000.0,0.642775,0,CPU_INTENSIVE
1221.64,879.27,4.8773,1448554592.46,0.0,0.110821,0.60866,0.959096,1.3894,297000000.0,0.309956,2,BALANCED
1101.89,1201.46,4.651,1381346656.88,0.0,0.050944,0.923303,0.883666,0.9171,297000000.0,0.399888,1,MEM_INTENSIVE
2104.51,472.82,4.4584,1324130623.19,0.0,0.552253,0.211741,0.819451,4.4509,297000000.0,0.416048,2,BALANCED
1067.76,955.41,4.8515,1440892176.39,0.0,0.033878,0.683015,0.950496,1.1176,297000000.0,0.293533,1,MEM_INTENSIVE
1554.4,310.6,4.8211,1431853108.57,0.0,0.277198,0.053325,0.940351,5.0044,297000000.0,0.187649,2,BALANCED
2064.83,913.73,3.3878,1006176654.09,0.0,0.532415,0.642317,0.4626,2.2598,297000000.0,0.576376,2,BALANCED
1238.9,355.07,2.6982,801364342.69,0.0,0.119448,0.096753,0.232732,3.4891,297000000.0,0.11037,2,BALANCED
1291.66,488.14,3.6458,1082815126.86,1.0,0.145832,0.226699,0.548614,2.6461,297000000.0,0.178179,2,BALANCED
1326.41,832.84,3.1043,921971104.46,0.0,0.163207,0.563316,0.368093,1.5926,297000000.0,0.323251,2,BALANCED
2824.41,410.62,4.7403,1407869390.89,0.0,0.912205,0.150993,0.913434,6.8785,297000000.0,0.60772,0,CPU_INTENSIVE
2658.18,902.44,3.8604,1146550671.8,0.0,0.829088,0.631286,0.620147,2.9456,297000000.0,0.749967,0,CPU_INTENSIVE
2380.99,272.88,4.8743,1447660488.03,0.0,0.690496,0.016482,0.958093,8.7255,297000000.0,0.42089,0,CPU_INTENSIVE
2562.93,642.34,2.0372,605045917.6,0.0,0.781466,0.377282,0.012397,3.99,297000000.0,0.619792,0,CPU_INTENSIVE
2014.38,703.48,3.0192,896687895.26,1.0,0.50719,0.436989,0.339717,2.8635,297000000.0,0.47911,2,BALANCED
2055.09,640.28,4.9098,1458209307.8,1.0,0.527545,0.375278,0.969932,3.2096,297000000.0,0.466638,2,BALANCED
1639.33,557.02,3.6299,1078088476.03,0.0,0.319666,0.29396,0.543309,2.9431,297000000.0,0.309384,2,BALANCED
2287.48,1228.8,2.8557,848131987.18,0.0,0.64374,0.950002,0.285221,1.8616,297000000.0,0.766245,1,MEM_INTENSIVE
1050.08,524.69,3.3912,1007174277.64,1.0,0.02504,0.262388,0.46372,2.0014,297000000.0,0.11998,2,BALANCED
2235.34,950.59,4.2402,1259337957.92,0.0,0.617669,0.678311,0.746732,2.3515,297000000.0,0.641926,1,MEM_INTENSIVE
2207.89,661.57,2.1238,630756451.96,1.0,0.603945,0.396065,0.041253,3.3373,297000000.0,0.520793,2,BALANCED
2309.99,1275.45,2.0474,608080686.09,0.0,0.654996,0.995555,0.015803,1.8111,297000000.0,0.79122,0,CPU_INTENSIVE
2502.02,1102.62,3.6356,1079777566.99,0.0,0.751009,0.826775,0.545205,2.2692,297000000.0,0.781315,0,CPU_INTENSIVE
2393.45,1135.58,2.3669,702959977.65,0.0,0.696725,0.858966,0.12229,2.1077,297000000.0,0.761621,0,CPU_INTENSIVE
1052.03,1112.27,2.2302,662375720.06,1.0,0.026017,0.8362,0.07674,0.9458,297000000.0,0.35009,1,MEM_INTENSIVE
1007.79,711.94,3.0031,891914071.01,1.0,0.003894,0.445257,0.334359,1.4155,297000000.0,0.180439,2,BALANCED
1902.18,668.03,4.303,1277985980.13,0.0,0.45109,0.402371,0.767661,2.8475,297000000.0,0.431602,2,BALANCED
2305.13,383.4,2.8862,857193198.09,0.0,0.652567,0.12441,0.295391,6.0124,297000000.0,0.441305,0,CPU_INTENSIVE
1177.47,672.62,4.8275,1433771615.74,0.0,0.088734,0.406856,0.942505,1.7506,297000000.0,0.215983,2,BALANCED
1822.41,939.41,3.3702,1000960328.13,0.0,0.411203,0.667397,0.456746,1.9399,297000000.0,0.513681,1,MEM_INTENSIVE
1063.16,403.62,3.8426,1141251133.96,1.0,0.031581,0.144157,0.614199,2.6341,297000000.0,0.076612,2,BALANCED
2332.1,615.65,4.6599,1384001192.29,0.0,0.666052,0.351223,0.886646,3.788,297000000.0,0.540121,0,CPU_INTENSIVE
1985.68,1047.44,2.8134,835583856.64,0.0,0.492838,0.772895,0.271138,1.8957,297000000.0,0.604861,1,MEM_INTENSIVE
1394.96,1137.55,4.4692,1327353246.36,0.0,0.197482,0.860886,0.823068,1.2263,297000000.0,0.462844,1,MEM_INTENSIVE
2754.95,1238.63,2.685,797447582.38,0.0,0.877477,0.959596,0.228336,2.2242,297000000.0,0.910325,0,CPU_INTENSIVE
2142.43,688.63,3.6811,1093293141.31,0.0,0.571213,0.422495,0.560374,3.1111,297000000.0,0.511726,2,BALANCED
1577.11,503.11,2.2473,667443338.61,0.0,0.288553,0.241314,0.082428,3.1347,297000000.0,0.269658,2,BALANCED
2775.52,901.28,3.5629,1058189288.79,0.0,0.887762,0.630152,0.520976,3.0796,297000000.0,0.784718,0,CPU_INTENSIVE
1928.8,470.3,4.4688,1327235866.58,1.0,0.464402,0.209277,0.822936,4.1012,297000000.0,0.362352,2,BALANCED
2433.25,1034.22,3.7246,1106208316.45,0.0,0.716623,0.759985,0.574869,2.3527,297000000.0,0.733968,0,CPU_INTENSIVE
1582.1,1158.78,4.1882,1243904719.5,0.0,0.29105,0.881617,0.72941,1.3653,297000000.0,0.527277,1,MEM_INTENSIVE
2329.16,1122.66,4.9793,1478851086.68,0.0,0.66458,0.846343,0.993099,2.0747,297000000.0,0.737285,0,CPU_INTENSIVE
2627.83,1018.45,3.3586,997507317.65,0.0,0.813916,0.74458,0.45287,2.5802,297000000.0,0.786181,0,CPU_INTENSIVE
1788.85,835.04,2.3178,688394640.08,1.0,0.394426,0.565466,0.105942,2.1422,297000000.0,0.462842,2,BALANCED
2681.39,662.07,3.1823,945128923.67,1.0,0.840696,0.396553,0.394084,4.05,297000000.0,0.663039,0,CPU_INTENSIVE
1983.22,1081.16,4.6855,1391591228.94,1.0,0.49161,0.805817,0.895164,1.8344,297000000.0,0.617293,1,MEM_INTENSIVE
2149.64,734.49,3.8428,1141325128.77,0.0,0.574821,0.467273,0.614282,2.9267,297000000.0,0.531802,2,BALANCED
1797.29,739.21,3.746,1112561223.72,0.0,0.398645,0.471881,0.581999,2.4314,297000000.0,0.427939,2,BALANCED
1944.29,1093.46,4.2369,1258372360.19,0.0,0.472144,0.817835,0.745648,1.7781,297000000.0,0.610421,1,MEM_INTENSIVE
